State,District,Crops,Min Price,Max Price,Modal Price,Modal Price (Rs/kg)
Rajasthan,Chittorgarh,Wheat,2150.0,2350.0,2250.0,22.50
Andhra Pradesh,East Godavari,Paddy(Dhan)(Common),2040.0,2060.0,2050.0,20.50
Andhra Pradesh,East Godavari,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Andhra Pradesh,East Godavari,Paddy(Dhan)(Common),2060.0,2060.0,2060.0,20.60
Andhra Pradesh,East Godavari,Paddy(Dhan)(Common),2000.0,2080.0,2040.0,20.40
Andhra Pradesh,Guntur,Black Gram (Urd Beans)(Whole),8100.0,8300.0,8200.0,82.00
Andhra Pradesh,Kurnool,Jowar(Sorghum),3030.0,3090.0,3060.0,30.60
Andhra Pradesh,Kurnool,Maize,1962.0,1962.0,1962.0,19.62
Andhra Pradesh,Kurnool,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Andhra Pradesh,Kurnool,Bengal Gram(Gram)(Whole),5335.0,5335.0,5335.0,53.35
Andhra Pradesh,Kurnool,Maize,1962.0,1962.0,1962.0,19.62
Andhra Pradesh,Kurnool,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Chattisgarh,Balodabazar,Paddy(Dhan)(Common),1350.0,1360.0,1355.0,13.55
Chattisgarh,Dhamtari,Paddy(Dhan)(Common),1500.0,1500.0,1500.0,15.00
Chattisgarh,Dhamtari,Maize,2000.0,2000.0,2000.0,20.00
Chattisgarh,Dhamtari,Paddy(Dhan)(Common),1500.0,1550.0,1500.0,15.00
Chattisgarh,Dhamtari,Paddy(Dhan)(Common),1550.0,1550.0,1550.0,15.50
Chattisgarh,Dhamtari,Paddy(Dhan)(Common),1800.0,1800.0,1800.0,18.00
Chattisgarh,Kabirdham,Wheat,2200.0,2200.0,2200.0,22.00
Chattisgarh,Kanker,Maize,1500.0,1600.0,1550.0,15.50
Chattisgarh,Kanker,Paddy(Dhan)(Common),1900.0,2100.0,2000.0,20.00
Chattisgarh,Kanker,Maize,1500.0,1600.0,1550.0,15.50
Chattisgarh,Kanker,Paddy(Dhan)(Common),1900.0,2100.0,2000.0,20.00
Chattisgarh,Kanker,Paddy(Dhan)(Common),1900.0,2100.0,2000.0,20.00
Chattisgarh,Kanker,Paddy(Dhan)(Common),1500.0,1500.0,1500.0,15.00
Chattisgarh,Koria,Maize,1965.0,1965.0,1965.0,19.65
Chattisgarh,Koria,Wheat,2130.0,2130.0,2130.0,21.30
Chattisgarh,Mungeli,Paddy(Dhan)(Common),1800.0,1850.0,1820.0,18.20
Chattisgarh,Mungeli,Paddy(Dhan)(Common),1700.0,1875.0,1770.0,17.70
Chattisgarh,Raipur,Paddy(Dhan)(Common),2100.0,2100.0,2100.0,21.00
Chattisgarh,Surajpur,Maize,2000.0,2000.0,2000.0,20.00
Chattisgarh,Surajpur,Maize,1965.0,1965.0,1965.0,19.65
Gujarat,Amreli,Arhar (Tur/Red Gram)(Whole),4000.0,8255.0,8250.0,82.50
Gujarat,Amreli,Bengal Gram(Gram)(Whole),3255.0,4975.0,4900.0,49.00
Gujarat,Amreli,Cotton,4500.0,7300.0,6895.0,68.95
Gujarat,Amreli,Green Gram (Moong)(Whole),7100.0,7500.0,7500.0,75.00
Gujarat,Amreli,Jowar(Sorghum),4200.0,4635.0,4375.0,43.75
Gujarat,Amreli,Wheat,2490.0,2580.0,2555.0,25.55
Gujarat,Amreli,Wheat,2305.0,2790.0,2480.0,24.80
Gujarat,Amreli,Cotton,7025.0,7325.0,7175.0,71.75
Gujarat,Amreli,Arhar (Tur/Red Gram)(Whole),8525.0,8525.0,8525.0,85.25
Gujarat,Amreli,Bengal Gram(Gram)(Whole),4275.0,4900.0,4585.0,45.85
Gujarat,Amreli,Cotton,5000.0,6700.0,5850.0,58.50
Gujarat,Amreli,Jowar(Sorghum),2100.0,4625.0,3360.0,33.60
Gujarat,Amreli,Bajra(Pearl Millet/Cumbu),1800.0,2205.0,2003.0,20.03
Gujarat,Amreli,Bengal Gram(Gram)(Whole),4300.0,4885.0,4593.0,45.93
Gujarat,Amreli,Cotton,6450.0,7355.0,6903.0,69.03
Gujarat,Amreli,Jowar(Sorghum),2500.0,4700.0,3600.0,36.00
Gujarat,Amreli,Wheat,2350.0,2655.0,2503.0,25.03
Gujarat,Amreli,Wheat,2300.0,2620.0,2460.0,24.60
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1755.0,2392.5,2225.0,22.25
Gujarat,Banaskanth,Mustard,5155.0,5425.0,5305.0,53.05
Gujarat,Banaskanth,Wheat,2105.0,2195.0,2175.0,21.75
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),2000.0,2410.0,2250.0,22.50
Gujarat,Banaskanth,Wheat,2150.0,2210.0,2200.0,22.00
Gujarat,Banaskanth,Gram Raw(Chholia),8000.0,9050.0,8525.0,85.25
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1615.0,2755.0,2185.0,21.85
Gujarat,Banaskanth,Mustard,5150.0,5375.0,5260.0,52.60
Gujarat,Banaskanth,Wheat,2030.0,2030.0,2030.0,20.30
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1755.0,2255.0,2005.0,20.05
Gujarat,Banaskanth,Mustard,5105.0,5405.0,5255.0,52.55
Gujarat,Banaskanth,Wheat,2190.0,2275.0,2232.0,22.32
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1830.0,2105.0,1967.5,19.68
Gujarat,Banaskanth,Mustard,5055.0,5310.0,5182.5,51.83
Gujarat,Banaskanth,Wheat,2250.0,2250.0,2250.0,22.50
Gujarat,Bharuch,Arhar (Tur/Red Gram)(Whole),7400.0,8000.0,7600.0,76.00
Gujarat,Bharuch,Bajra(Pearl Millet/Cumbu),2200.0,2600.0,2400.0,24.00
Gujarat,Bharuch,Cotton,5600.0,6000.0,5800.0,58.00
Gujarat,Bharuch,Jowar(Sorghum),2600.0,3000.0,2800.0,28.00
Gujarat,Bharuch,Maize,2000.0,2400.0,2200.0,22.00
Gujarat,Bharuch,Wheat,2800.0,3400.0,3200.0,32.00
Gujarat,Bharuch,Arhar (Tur/Red Gram)(Whole),7400.0,7800.0,7600.0,76.00
Gujarat,Bharuch,Bajra(Pearl Millet/Cumbu),2000.0,2400.0,2200.0,22.00
Gujarat,Bharuch,Cotton,5400.0,5800.0,5600.0,56.00
Gujarat,Bharuch,Jowar(Sorghum),2400.0,2800.0,2600.0,26.00
Gujarat,Bharuch,Maize,1800.0,2200.0,2000.0,20.00
Gujarat,Botad,Cotton,6500.0,7410.0,6955.0,69.55
Gujarat,Dahod,Arhar (Tur/Red Gram)(Whole),7600.0,8000.0,7800.0,78.00
Gujarat,Dahod,Arhar (Tur/Red Gram)(Whole),7800.0,8200.0,8000.0,80.00
Gujarat,Dahod,Bengal Gram(Gram)(Whole),5050.0,5100.0,5075.0,50.75
Gujarat,Dahod,Bengal Gram(Gram)(Whole),5100.0,5250.0,5200.0,52.00
Gujarat,Dahod,Black Gram (Urd Beans)(Whole),6000.0,8000.0,7700.0,77.00
Gujarat,Dahod,Green Gram (Moong)(Whole),7500.0,8000.0,7800.0,78.00
Gujarat,Dahod,Maize,2050.0,2750.0,2600.0,26.00
Gujarat,Dahod,Maize,2100.0,2280.0,2200.0,22.00
Gujarat,Dahod,Paddy(Dhan)(Common),1875.0,1900.0,1885.0,18.85
Gujarat,Dahod,Paddy(Dhan)(Common),2050.0,2150.0,2100.0,21.00
Gujarat,Dahod,Wheat,2640.0,2750.0,2700.0,27.00
Gujarat,Dahod,Wheat,2490.0,2625.0,2550.0,25.50
Gujarat,Gandhinagar,Bajra(Pearl Millet/Cumbu),2255.0,2325.0,2290.0,22.90
Gujarat,Gandhinagar,Paddy(Dhan)(Common),1875.0,2025.0,1950.0,19.50
Gujarat,Gandhinagar,Wheat,2290.0,2335.0,2312.0,23.12
Gujarat,Jamnagar,Bajra(Pearl Millet/Cumbu),1845.0,2050.0,1950.0,19.50
Gujarat,Jamnagar,Bengal Gram(Gram)(Whole),4300.0,4750.0,4525.0,45.25
Gujarat,Jamnagar,Cotton,5075.0,6950.0,6015.0,60.15
Gujarat,Jamnagar,Jowar(Sorghum),3750.0,4700.0,4225.0,42.25
Gujarat,Jamnagar,Wheat,2200.0,2560.0,2380.0,23.80
Gujarat,Junagarh,Bajra(Pearl Millet/Cumbu),2000.0,2285.0,2125.0,21.25
Gujarat,Junagarh,Black Gram (Urd Beans)(Whole),6250.0,9125.0,8600.0,86.00
Gujarat,Junagarh,Wheat,2125.0,2635.0,2475.0,24.75
Gujarat,Junagarh,Arhar (Tur/Red Gram)(Whole),8000.0,9380.0,8690.0,86.90
Gujarat,Junagarh,Green Gram (Moong)(Whole),6675.0,7955.0,7315.0,73.15
Gujarat,Junagarh,Kulthi(Horse Gram),4610.0,4880.0,4745.0,47.45
Gujarat,Junagarh,Wheat,2325.0,2525.0,2425.0,24.25
Gujarat,Mehsana,Bajra(Pearl Millet/Cumbu),2135.0,2385.0,2250.0,22.50
Gujarat,Mehsana,Mustard,5250.0,5325.0,5290.0,52.90
Gujarat,Mehsana,Paddy(Dhan)(Common),1800.0,2600.0,2200.0,22.00
Gujarat,Mehsana,Wheat,2150.0,2600.0,2450.0,24.50
Gujarat,Morbi,Wheat,2275.0,2500.0,2350.0,23.50
Gujarat,Patan,Wheat,1850.0,2875.0,2125.0,21.25
Gujarat,Patan,Bajra(Pearl Millet/Cumbu),1500.0,2380.0,1940.0,19.40
Gujarat,Patan,Jowar(Sorghum),4750.0,6405.0,5577.0,55.77
Gujarat,Patan,Mustard,5200.0,5455.0,5327.0,53.27
Gujarat,Patan,Wheat,2225.0,2510.0,2367.0,23.67
Gujarat,Porbandar,Bajra(Pearl Millet/Cumbu),2150.0,2255.0,2205.0,22.05
Gujarat,Porbandar,Green Gram (Moong)(Whole),8000.0,8625.0,8315.0,83.15
Gujarat,Porbandar,Kulthi(Horse Gram),4250.0,4450.0,4350.0,43.50
Gujarat,Porbandar,Wheat,1975.0,2000.0,1990.0,19.90
Gujarat,Porbandar,Wheat,2170.0,2385.0,2280.0,22.80
Gujarat,Rajkot,Arhar (Tur/Red Gram)(Whole),9005.0,9505.0,9305.0,93.05
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),4680.0,4980.0,4980.0,49.80
Gujarat,Rajkot,Wheat,1980.0,2540.0,2465.0,24.65
Gujarat,Rajkot,Arhar (Tur/Red Gram)(Whole),5250.0,8000.0,7000.0,70.00
Gujarat,Rajkot,Bajra(Pearl Millet/Cumbu),1750.0,2150.0,1940.0,19.40
Gujarat,Rajkot,Cotton,6750.0,7325.0,7075.0,70.75
Gujarat,Rajkot,Green Gram (Moong)(Whole),5000.0,8000.0,6750.0,67.50
Gujarat,Rajkot,Jowar(Sorghum),3500.0,4750.0,4250.0,42.50
Gujarat,Rajkot,Maize,2605.0,2605.0,2605.0,26.05
Gujarat,Rajkot,Mustard,4000.0,5750.0,4900.0,49.00
Gujarat,Rajkot,Wheat,2050.0,2400.0,2175.0,21.75
Gujarat,Rajkot,Wheat,2125.0,2725.0,2225.0,22.25
Gujarat,Rajkot,Cotton,6750.0,7165.0,6960.0,69.60
Gujarat,Rajkot,Bajra(Pearl Millet/Cumbu),2265.0,2265.0,2265.0,22.65
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),3500.0,5110.0,4305.0,43.05
Gujarat,Rajkot,Cotton,5500.0,6500.0,6000.0,60.00
Gujarat,Rajkot,Jowar(Sorghum),3520.0,3520.0,3520.0,35.20
Gujarat,Rajkot,Wheat,2130.0,2530.0,2330.0,23.30
Gujarat,Rajkot,Arhar (Tur/Red Gram)(Whole),5500.0,8925.0,8250.0,82.50
Gujarat,Rajkot,Bajra(Pearl Millet/Cumbu),1525.0,2375.0,2075.0,20.75
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),4450.0,5000.0,4900.0,49.00
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),9750.0,13000.0,11750.0,117.50
Gujarat,Rajkot,Black Gram (Urd Beans)(Whole),6925.0,8200.0,7680.0,76.80
Gujarat,Rajkot,Cotton,6750.0,7400.0,7200.0,72.00
Gujarat,Rajkot,Green Gram (Moong)(Whole),7250.0,8925.0,8125.0,81.25
Gujarat,Rajkot,Jowar(Sorghum),4350.0,5110.0,4750.0,47.50
Gujarat,Rajkot,Mustard,4850.0,5250.0,5100.0,51.00
Gujarat,Rajkot,Wheat,2120.0,2440.0,2335.0,23.35
Gujarat,Rajkot,Wheat,2230.0,2665.0,2450.0,24.50
Gujarat,Sabarkantha,Wheat,2200.0,2500.0,2350.0,23.50
Gujarat,Surat,Pegeon Pea (Arhar Fali),10000.0,15000.0,12500.0,125.00
Gujarat,Surendranagar,Cotton,6000.0,8000.0,7000.0,70.00
Gujarat,Surendranagar,Wheat,2000.0,2800.0,2400.0,24.00
Gujarat,Surendranagar,Cotton,6250.0,7110.0,7025.0,70.25
Gujarat,Surendranagar,Mustard,6505.0,6990.0,6900.0,69.00
Gujarat,Surendranagar,Wheat,2320.0,2525.0,2450.0,24.50
Karnataka,Haveri,Maize,2000.0,2100.0,2050.0,20.50
Karnataka,Kolar,Paddy(Dhan)(Common),2000.0,2100.0,2080.0,20.80
Karnataka,Raichur,Paddy(Dhan)(Common),3005.0,3005.0,3005.0,30.05
Karnataka,Shimoga,Arhar Dal(Tur Dal),11000.0,12500.0,11750.0,117.50
Karnataka,Shimoga,Bengal Gram Dal (Chana Dal),6500.0,7000.0,6750.0,67.50
Karnataka,Shimoga,Bengal Gram(Gram)(Whole),5500.0,6200.0,5850.0,58.50
Karnataka,Shimoga,Black Gram Dal (Urd Dal),9800.0,14000.0,11900.0,119.00
Karnataka,Shimoga,Green Gram (Moong)(Whole),10000.0,12000.0,11000.0,110.00
Karnataka,Shimoga,Green Gram Dal (Moong Dal),10000.0,13000.0,12000.0,120.00
Karnataka,Shimoga,Jowar(Sorghum),3000.0,4500.0,3750.0,37.50
Karnataka,Shimoga,Kulthi(Horse Gram),6000.0,7000.0,6500.0,65.00
Karnataka,Shimoga,Maize,2000.0,2200.0,2100.0,21.00
Karnataka,Shimoga,Mustard,7000.0,8000.0,7500.0,75.00
Karnataka,Shimoga,Wheat,3400.0,6000.0,5250.0,52.50
Madhya Pradesh,Ashoknagar,Wheat,0.0,0.0,2125.0,21.25
Madhya Pradesh,Bhopal,Green Gram (Moong)(Whole),5040.0,6700.0,5615.0,56.15
Madhya Pradesh,Dewas,Arhar (Tur/Red Gram)(Whole),7501.0,8800.0,8000.0,80.00
Madhya Pradesh,Dewas,Green Gram (Moong)(Whole),4500.0,7650.0,7100.0,71.00
Madhya Pradesh,Dewas,Wheat,2200.0,2751.0,2361.0,23.61
Madhya Pradesh,Jhabua,Wheat,2030.0,2200.0,2115.0,21.15
Madhya Pradesh,Panna,Bengal Gram(Gram)(Whole),4950.0,5110.0,5030.0,50.30
Madhya Pradesh,Panna,Lentil (Masur)(Whole),5150.0,5515.0,5325.0,53.25
Madhya Pradesh,Panna,Wheat,2100.0,2140.0,2120.0,21.20
Madhya Pradesh,Panna,Wheat,1960.0,2150.0,2025.0,20.25
Madhya Pradesh,Rajgarh,Bengal Gram(Gram)(Whole),4335.0,4335.0,4335.0,43.35
Madhya Pradesh,Rajgarh,Lentil (Masur)(Whole),5400.0,5850.0,5700.0,57.00
Madhya Pradesh,Rajgarh,Mustard,5040.0,5220.0,5100.0,51.00
Madhya Pradesh,Rajgarh,Wheat,2200.0,2343.0,2305.0,23.05
Madhya Pradesh,Ratlam,Wheat,2300.0,2800.0,2500.0,25.00
Madhya Pradesh,Shajapur,Bengal Gram(Gram)(Whole),3670.0,4615.0,4250.0,42.50
Madhya Pradesh,Shajapur,Bengal Gram(Gram)(Whole),3840.0,6125.0,5485.0,54.85
Madhya Pradesh,Shajapur,Lentil (Masur)(Whole),4980.0,5620.0,5490.0,54.90
Madhya Pradesh,Shajapur,Mustard,4825.0,5480.0,5090.0,50.90
Madhya Pradesh,Shajapur,Wheat,1980.0,2465.0,2290.0,22.90
Madhya Pradesh,Shajapur,Wheat,1855.0,2155.0,2090.0,20.90
Madhya Pradesh,Shajapur,Wheat,2590.0,2975.0,2780.0,27.80
Madhya Pradesh,Sheopur,Mustard,5200.0,5225.0,5210.0,52.10
Madhya Pradesh,Sidhi,Lentil (Masur)(Whole),5000.0,5020.0,5000.0,50.00
Maharashtra,Amarawati,Wheat,2200.0,2400.0,2300.0,23.00
Maharashtra,Aurangabad,Arhar (Tur/Red Gram)(Whole),6400.0,6400.0,6400.0,64.00
Maharashtra,Aurangabad,Bajra(Pearl Millet/Cumbu),2316.0,2366.0,2335.0,23.35
Maharashtra,Aurangabad,Jowar(Sorghum),4000.0,4000.0,4000.0,40.00
Maharashtra,Aurangabad,Wheat,2271.0,2490.0,2361.0,23.61
Maharashtra,Chandrapur,Paddy(Dhan)(Common),2600.0,2900.0,2800.0,28.00
Maharashtra,Jalana,Bengal Gram(Gram)(Whole),3800.0,4650.0,4230.0,42.30
Maharashtra,Jalana,Jowar(Sorghum),3450.0,3850.0,3656.0,36.56
Maharashtra,Jalana,Wheat,1900.0,2451.0,2225.0,22.25
Maharashtra,Mumbai,Arhar Dal(Tur Dal),9500.0,13500.0,12500.0,125.00
Maharashtra,Mumbai,Bajra(Pearl Millet/Cumbu),2600.0,4300.0,3600.0,36.00
Maharashtra,Mumbai,Bengal Gram Dal (Chana Dal),5800.0,6800.0,6200.0,62.00
Maharashtra,Mumbai,Bengal Gram(Gram)(Whole),5500.0,6500.0,6000.0,60.00
Maharashtra,Mumbai,Black Gram (Urd Beans)(Whole),8500.0,11500.0,10200.0,102.00
Maharashtra,Mumbai,Black Gram Dal (Urd Dal),9000.0,11200.0,10500.0,105.00
Maharashtra,Mumbai,Green Gram (Moong)(Whole),8500.0,12500.0,10500.0,105.00
Maharashtra,Mumbai,Green Gram Dal (Moong Dal),9000.0,13000.0,11500.0,115.00
Maharashtra,Mumbai,Jowar(Sorghum),2800.0,5500.0,4800.0,48.00
Maharashtra,Mumbai,Lentil (Masur)(Whole),6300.0,7800.0,7400.0,74.00
Maharashtra,Mumbai,Maize,2600.0,4200.0,3800.0,38.00
Maharashtra,Mumbai,Wheat,2600.0,6000.0,4300.0,43.00
Maharashtra,Nashik,Bajra(Pearl Millet/Cumbu),1830.0,2705.0,2535.0,25.35
Maharashtra,Nashik,Bengal Gram(Gram)(Whole),4665.0,4750.0,4735.0,47.35
Maharashtra,Nashik,Maize,1935.0,2125.0,2125.0,21.25
Maharashtra,Parbhani,Arhar (Tur/Red Gram)(Whole),9750.0,9900.0,9850.0,98.50
Maharashtra,Parbhani,Bengal Gram(Gram)(Whole),4425.0,4550.0,4450.0,44.50
Maharashtra,Pune,Jowar(Sorghum),4600.0,5900.0,5250.0,52.50
Maharashtra,Pune,Wheat,3800.0,5200.0,4500.0,45.00
Maharashtra,Raigad,Paddy(Dhan)(Common),2183.0,2250.0,2216.0,22.16
Maharashtra,Thane,Bajra(Pearl Millet/Cumbu),2500.0,2800.0,2650.0,26.50
Maharashtra,Thane,Black Gram (Urd Beans)(Whole),9200.0,9600.0,9400.0,94.00
Maharashtra,Thane,Jowar(Sorghum),4300.0,5200.0,4750.0,47.50
Maharashtra,Thane,Wheat,2500.0,2800.0,2650.0,26.50
Maharashtra,Thane,Wheat,3000.0,4000.0,3500.0,35.00
Maharashtra,Thane,Wheat,2790.0,3860.0,3460.0,34.60
Nagaland,Longleng,Maize,7600.0,7900.0,7700.0,77.00
Odisha,Bargarh,Paddy(Dhan)(Common),2040.0,2060.0,2040.0,20.40
Odisha,Bargarh,Paddy(Dhan)(Common),2040.0,2060.0,2040.0,20.40
Odisha,Bhadrak,Paddy(Dhan)(Common),2000.0,2040.0,2040.0,20.40
Odisha,Bhadrak,Paddy(Dhan)(Common),2000.0,2040.0,2040.0,20.40
Odisha,Nowarangpur,Maize,1500.0,1500.0,1500.0,15.00
Pondicherry,Karaikal,Paddy(Dhan)(Common),2560.0,2560.0,2560.0,25.60
Punjab,Hoshiarpur,Maize,900.0,1300.0,1100.0,11.00
Punjab,Sangrur,Maize,1520.0,1730.0,1675.0,16.75
Rajasthan,Ajmer,Barley (Jau),1500.0,1642.0,1615.0,16.15
Rajasthan,Ajmer,Bengal Gram(Gram)(Whole),4682.0,4682.0,4682.0,46.82
Rajasthan,Ajmer,Maize,2025.0,2525.0,2450.0,24.50
Rajasthan,Ajmer,Mustard,4859.0,4889.0,4875.0,48.75
Rajasthan,Ajmer,Barley (Jau),1580.0,1695.0,1635.0,16.35
Rajasthan,Ajmer,Maize,2100.0,2500.0,2450.0,24.50
Rajasthan,Ajmer,Wheat,2100.0,2285.0,2215.0,22.15
Rajasthan,Chittorgarh,Maize,1800.0,2000.0,1970.0,19.70
Rajasthan,Chittorgarh,Wheat,2150.0,2250.0,2200.0,22.00
Rajasthan,Chittorgarh,Wheat,2150.0,2350.0,2250.0,22.50
Rajasthan,Churu,Bajra(Pearl Millet/Cumbu),1700.0,1800.0,1750.0,17.50
Rajasthan,Dausa,Bajra(Pearl Millet/Cumbu),2000.0,2061.0,2011.0,20.11
Rajasthan,Dausa,Bengal Gram(Gram)(Whole),4800.0,4800.0,4800.0,48.00
Rajasthan,Dausa,Mustard,5141.0,5450.0,5350.0,53.50
Rajasthan,Dausa,Wheat,2216.0,2363.0,2224.0,22.24
Rajasthan,Dausa,Barley (Jau),1515.0,1515.0,1515.0,15.15
Rajasthan,Dausa,Bengal Gram(Gram)(Whole),4761.0,4856.0,4840.0,48.40
Rajasthan,Dausa,Mustard,5156.0,5560.0,5400.0,54.00
Rajasthan,Dausa,Wheat,2140.0,2301.0,2255.0,22.55
Rajasthan,Ganganagar,Barley (Jau),1671.0,1732.0,1700.0,17.00
Rajasthan,Hanumangarh,Mustard,5018.0,5302.0,5171.0,51.71
Rajasthan,Hanumangarh,Barley (Jau),1650.0,1650.0,1650.0,16.50
Rajasthan,Hanumangarh,Bengal Gram(Gram)(Whole),4651.0,4651.0,4651.0,46.51
Rajasthan,Hanumangarh,Mustard,4942.0,5125.0,5060.0,50.60
Rajasthan,Hanumangarh,Wheat,2141.0,2160.0,2151.0,21.51
Rajasthan,Jaipur,Bajra(Pearl Millet/Cumbu),2020.0,2034.0,2027.0,20.27
Rajasthan,Jaipur,Barley (Jau),1550.0,1681.0,1615.0,16.15
Rajasthan,Jaipur,Bengal Gram(Gram)(Whole),4665.0,4710.0,4687.0,46.87
Rajasthan,Jaipur,Mustard,4861.0,5250.0,5055.0,50.55
Rajasthan,Jaipur,Wheat,2172.0,2390.0,2281.0,22.81
Rajasthan,Jodhpur,Bajra(Pearl Millet/Cumbu),2300.0,2700.0,2500.0,25.00
Rajasthan,Jodhpur,Mustard,4700.0,5000.0,4850.0,48.50
Rajasthan,Jodhpur,Green Gram (Moong)(Whole),6800.0,7000.0,6900.0,69.00
Rajasthan,Jodhpur,Jowar(Sorghum),2800.0,4300.0,3550.0,35.50
Rajasthan,Kota,Barley (Jau),1667.0,1738.0,1725.0,17.25
Rajasthan,Kota,Bengal Gram(Gram)(Whole),4525.0,4910.0,4750.0,47.50
Rajasthan,Kota,Black Gram (Urd Beans)(Whole),2601.0,7400.0,6500.0,65.00
Rajasthan,Kota,Green Gram (Moong)(Whole),6700.0,7274.0,6800.0,68.00
Rajasthan,Kota,Jowar(Sorghum),1600.0,2025.0,2000.0,20.00
Rajasthan,Kota,Maize,1771.0,2000.0,1900.0,19.00
Rajasthan,Kota,Mustard,4951.0,5550.0,5200.0,52.00
Rajasthan,Kota,Paddy(Dhan)(Common),2850.0,4150.0,3800.0,38.00
Rajasthan,Kota,Wheat,2181.0,2551.0,2300.0,23.00
Rajasthan,Sikar,Barley (Jau),1500.0,1500.0,1500.0,15.00
Rajasthan,Tonk,Barley (Jau),1531.0,1590.0,1560.0,15.60
Rajasthan,Tonk,Bengal Gram(Gram)(Whole),4856.0,4981.0,4925.0,49.25
Rajasthan,Tonk,Green Gram (Moong)(Whole),6100.0,6500.0,6300.0,63.00
Rajasthan,Tonk,Maize,2525.0,2620.0,2570.0,25.70
Rajasthan,Tonk,Mustard,5150.0,5570.0,5400.0,54.00
Rajasthan,Tonk,Wheat,2199.0,2224.0,2210.0,22.10
Tamil Nadu,Ariyalur,Black Gram Dal (Urd Dal),7000.0,7987.0,7500.0,75.00
Tamil Nadu,Ariyalur,Maize,2235.0,2235.0,2235.0,22.35
Tamil Nadu,Ariyalur,Paddy(Dhan)(Common),1724.0,2100.0,2050.0,20.50
Tamil Nadu,Coimbatore,Maize,2100.0,2300.0,2200.0,22.00
Tamil Nadu,Coimbatore,Paddy(Dhan)(Common),2040.0,2060.0,2050.0,20.50
Tamil Nadu,Coimbatore,Maize,2220.0,2300.0,2250.0,22.50
Tamil Nadu,Cuddalore,Paddy(Dhan)(Common),1828.0,1828.0,1828.0,18.28
Tamil Nadu,Cuddalore,Paddy(Dhan)(Common),1572.0,1589.0,1572.0,15.72
Tamil Nadu,Erode,Maize,2331.0,2370.0,2350.0,23.50
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2016.0,2076.0,2046.0,20.46
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2093.0,2153.0,2123.0,21.23
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2555.0,2615.0,2585.0,25.85
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2786.0,2846.0,2816.0,28.16
Tamil Nadu,Madurai,Cotton,5000.0,5350.0,5200.0,52.00
Tamil Nadu,Madurai,Cotton,5700.0,6000.0,5850.0,58.50
Tamil Nadu,Madurai,Jowar(Sorghum),3800.0,4000.0,3950.0,39.50
Tamil Nadu,Madurai,Paddy(Dhan)(Common),1700.0,2000.0,1900.0,19.00
Tamil Nadu,Madurai,Paddy(Dhan)(Common),1800.0,2200.0,2050.0,20.50
Tamil Nadu,Namakkal,Maize,2303.0,2310.0,2307.0,23.07
Tamil Nadu,Salem,Cotton,6000.0,6325.0,6200.0,62.00
Tamil Nadu,Thanjavur,Paddy(Dhan)(Common),1800.0,2000.0,1900.0,19.00
Tamil Nadu,Theni,Cotton,7000.0,8200.0,7600.0,76.00
Tamil Nadu,Theni,Paddy(Dhan)(Common),1700.0,1860.0,1760.0,17.60
Tamil Nadu,Theni,Paddy(Dhan)(Common),1700.0,1840.0,1770.0,17.70
Tamil Nadu,Theni,Bajra(Pearl Millet/Cumbu),2490.0,2580.0,2535.0,25.35
Tamil Nadu,Theni,Cotton,5400.0,5600.0,5500.0,55.00
Tamil Nadu,Theni,Jowar(Sorghum),3930.0,4130.0,4030.0,40.30
Tamil Nadu,Theni,Maize,2230.0,2380.0,2305.0,23.05
Tamil Nadu,Theni,Paddy(Dhan)(Common),1630.0,1760.0,1695.0,16.95
Tamil Nadu,Thiruvannamalai,Paddy(Dhan)(Common),1697.0,1759.0,1728.0,17.28
Tamil Nadu,Villupuram,Maize,1793.0,2283.0,2038.0,20.38
Tamil Nadu,Villupuram,Black Gram (Urd Beans)(Whole),6300.0,6510.0,6453.0,64.53
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1547.0,1573.0,1573.0,15.73
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1364.0,1364.0,1364.0,13.64
Tamil Nadu,Villupuram,Black Gram (Urd Beans)(Whole),8160.0,8160.0,8160.0,81.60
Tamil Nadu,Villupuram,Maize,2060.0,2287.0,2190.0,21.90
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1713.0,1839.0,1759.0,17.59
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1693.0,1763.0,1713.0,17.13
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1720.0,1793.0,1767.0,17.67
